loan_amount,income,Credit_Score,age
236500,3960.0,544,55-64
146500,3300.0,864,55-64
256500,2580.0,849,>74
216500,3540.0,751,35-44
426500,9660.0,717,55-64
306500,7680.0,753,25-34
446500,4320.0,861,>74
176500,3420.0,772,>74
216500,2100.0,847,25-34
126500,3780.0,577,>74
146500,1740.0,617,>74
296500,13680.0,804,65-74
176500,,851,
316500,1800.0,667,65-74
276500,,781,25-34
156500,9000.0,556,35-44
316500,10080.0,602,55-64
956500,19140.0,766,45-54
406500,6480.0,701,25-34
396500,11340.0,625,45-54
376500,3660.0,802,35-44
716500,12180.0,521,55-64
236500,2520.0,632,55-64
66500,7860.0,635,55-64
356500,6720.0,884,65-74
346500,9360.0,877,45-54
626500,9600.0,539,25-34
466500,,650,35-44
246500,9180.0,630,45-54
296500,3600.0,750,55-64
126500,3540.0,673,55-64
466500,18480.0,509,55-64
536500,23400.0,550,45-54
216500,2580.0,787,35-44
316500,5340.0,811,55-64
176500,2880.0,739,45-54
116500,3840.0,511,65-74
726500,10620.0,772,25-34
286500,9300.0,779,55-64
376500,5760.0,773,25-34
186500,4500.0,881,55-64
336500,10800.0,738,35-44
116500,2340.0,804,35-44
356500,11160.0,599,<25
266500,4140.0,832,>74
326500,12360.0,654,45-54
196500,3780.0,547,65-74
66500,1440.0,683,45-54
546500,6720.0,510,35-44
946500,11700.0,652,35-44
316500,5340.0,767,25-34
586500,14820.0,645,35-44
246500,,824,>74
1056500,17280.0,647,45-54
156500,2700.0,618,45-54
136500,3000.0,883,35-44
326500,5340.0,789,65-74
136500,4440.0,577,55-64
236500,4860.0,638,45-54
116500,240.0,868,45-54
196500,3360.0,862,25-34
346500,8400.0,541,35-44
106500,2880.0,754,65-74
296500,,570,25-34
516500,8700.0,535,35-44
186500,3600.0,575,65-74
366500,6240.0,784,65-74
126500,2760.0,616,55-64
286500,5100.0,641,25-34
126500,4740.0,553,45-54
326500,4980.0,717,55-64
226500,12420.0,826,45-54
286500,6120.0,765,35-44
346500,4740.0,900,>74
126500,1560.0,557,55-64
176500,8760.0,500,35-44
226500,3060.0,877,55-64
486500,16740.0,648,65-74
226500,8520.0,806,65-74
186500,2460.0,842,55-64
576500,10200.0,814,25-34
236500,2460.0,576,35-44
276500,6540.0,793,55-64
366500,,711,>74
136500,,557,35-44
356500,6900.0,601,65-74
226500,5100.0,578,45-54
156500,2460.0,775,45-54
376500,12780.0,601,25-34
106500,3300.0,854,65-74
76500,840.0,648,55-64
216500,4440.0,818,35-44
246500,,596,65-74
276500,4500.0,506,55-64
326500,32700.0,640,45-54
486500,8220.0,807,35-44
386500,,704,55-64
166500,5400.0,542,55-64
446500,3600.0,621,65-74
226500,17460.0,871,45-54
306500,3840.0,613,45-54
686500,13440.0,647,35-44
366500,10980.0,800,55-64
346500,,708,45-54
536500,7620.0,767,35-44
266500,13800.0,633,35-44
726500,9000.0,566,35-44
506500,,755,55-64
196500,5100.0,636,45-54
276500,3600.0,662,>74
366500,4560.0,605,25-34
366500,9780.0,661,45-54
376500,10500.0,754,65-74
496500,8280.0,770,45-54
556500,9420.0,728,45-54
626500,11220.0,806,45-54
186500,4860.0,877,55-64
156500,2280.0,533,25-34
226500,4440.0,876,45-54
196500,3300.0,793,55-64
296500,6900.0,754,55-64
296500,3780.0,876,<25
316500,6300.0,797,35-44
66500,1080.0,752,25-34
146500,4200.0,818,55-64
426500,6660.0,550,35-44
336500,8340.0,657,65-74
676500,12900.0,741,55-64
356500,11940.0,533,35-44
376500,5400.0,709,65-74
246500,2580.0,759,>74
236500,3300.0,599,65-74
186500,3180.0,783,25-34
146500,6480.0,661,65-74
126500,6420.0,842,45-54
416500,17040.0,539,55-64
276500,,702,55-64
116500,4620.0,659,>74
196500,3480.0,779,25-34
366500,4560.0,865,25-34
366500,3000.0,806,55-64
106500,1560.0,554,55-64
256500,2880.0,879,45-54
256500,3600.0,793,35-44
166500,3600.0,819,45-54
166500,2820.0,721,45-54
266500,3420.0,507,25-34
386500,,672,55-64
456500,6660.0,659,35-44
66500,1740.0,695,55-64
606500,7800.0,772,35-44
376500,8640.0,557,25-34
276500,3900.0,693,55-64
376500,6960.0,547,35-44
256500,4680.0,509,65-74
426500,6060.0,864,55-64
396500,10200.0,600,45-54
986500,14280.0,762,45-54
726500,7380.0,541,25-34
566500,6300.0,630,25-34
226500,7800.0,688,55-64
146500,5640.0,761,45-54
386500,7680.0,802,55-64
296500,5340.0,696,35-44
446500,8040.0,694,25-34
326500,4620.0,665,35-44
196500,3480.0,777,45-54
246500,3600.0,661,55-64
286500,10920.0,769,35-44
166500,4080.0,814,65-74
176500,,662,65-74
366500,,673,35-44
476500,,862,55-64
176500,2580.0,682,55-64
366500,4620.0,723,55-64
206500,3480.0,639,<25
366500,8160.0,830,35-44
486500,9660.0,885,45-54
216500,4920.0,824,35-44
426500,5760.0,671,45-54
276500,6000.0,556,45-54
266500,6480.0,574,65-74
666500,17940.0,876,35-44
226500,3120.0,647,35-44
196500,2520.0,719,>74
296500,4140.0,542,25-34
366500,6900.0,525,65-74
516500,10020.0,737,35-44
246500,6720.0,723,55-64
376500,4980.0,782,55-64
106500,3060.0,636,55-64
136500,4440.0,773,35-44
276500,,644,35-44
216500,9360.0,749,45-54
186500,4140.0,619,35-44
316500,13200.0,829,55-64
206500,2340.0,895,45-54
316500,9480.0,647,35-44
456500,4860.0,533,55-64
596500,16380.0,596,45-54
496500,6840.0,716,35-44
636500,6780.0,582,25-34
316500,3300.0,824,25-34
316500,8520.0,817,35-44
336500,4920.0,715,35-44
196500,3480.0,809,55-64
156500,1620.0,636,65-74
106500,1620.0,777,45-54
116500,7020.0,779,35-44
736500,,641,45-54
276500,5340.0,566,65-74
486500,5640.0,744,55-64
486500,6240.0,809,45-54
266500,8340.0,635,35-44
356500,8820.0,571,45-54
606500,13320.0,647,45-54
396500,6000.0,675,55-64
76500,2700.0,543,45-54
276500,12060.0,682,35-44
296500,18120.0,835,55-64
276500,7020.0,559,35-44
416500,13560.0,633,35-44
276500,4260.0,587,55-64
206500,2760.0,743,65-74
226500,3480.0,678,55-64
236500,12900.0,594,45-54
186500,3300.0,559,65-74
146500,3600.0,600,35-44
476500,10140.0,785,35-44
116500,4680.0,677,<25
776500,3600.0,891,55-64
156500,3360.0,712,>74
76500,2760.0,521,55-64
286500,3180.0,793,35-44
126500,3540.0,776,65-74
166500,2760.0,523,>74
126500,3360.0,550,35-44
266500,,769,25-34
356500,5820.0,776,35-44
136500,1980.0,876,45-54
256500,5400.0,740,55-64
486500,7920.0,636,45-54
606500,6960.0,640,65-74
96500,3540.0,754,65-74
136500,2100.0,696,55-64
256500,6060.0,593,35-44
616500,7800.0,663,25-34
326500,4500.0,516,35-44
496500,,771,55-64
106500,4380.0,620,35-44
166500,9960.0,645,65-74
286500,4200.0,714,55-64
126500,4200.0,882,>74
256500,5280.0,643,45-54
366500,5820.0,664,25-34
156500,2280.0,648,65-74
256500,7200.0,774,55-64
316500,4680.0,879,55-64
256500,5100.0,544,45-54
666500,9780.0,696,45-54
226500,4680.0,876,55-64
276500,6000.0,587,45-54
636500,0.0,552,35-44
216500,2640.0,845,65-74
186500,5520.0,708,25-34
326500,3960.0,697,25-34
546500,13380.0,822,45-54
156500,4200.0,886,45-54
126500,3540.0,677,25-34
146500,4980.0,579,45-54
246500,5580.0,893,25-34
606500,6660.0,675,45-54
456500,4440.0,560,55-64
56500,2580.0,823,65-74
316500,3900.0,781,35-44
406500,6000.0,502,35-44
176500,4560.0,856,>74
476500,7020.0,568,55-64
326500,4200.0,795,25-34
526500,34080.0,518,65-74
326500,7740.0,643,55-64
416500,4380.0,591,35-44
516500,9960.0,844,35-44
236500,3960.0,554,65-74
336500,8100.0,636,65-74
466500,6420.0,817,35-44
256500,4500.0,663,65-74
486500,10140.0,542,45-54
106500,2760.0,894,25-34
356500,6420.0,687,55-64
136500,2580.0,660,>74
176500,2940.0,671,65-74
236500,3900.0,769,55-64
56500,2040.0,775,>74
306500,6300.0,543,55-64
246500,,893,25-34
236500,6480.0,846,25-34
156500,2520.0,744,35-44
266500,3600.0,809,55-64
366500,6600.0,751,45-54
216500,4860.0,825,45-54
206500,16320.0,699,65-74
256500,4260.0,666,35-44
1476500,40740.0,838,35-44
226500,3660.0,590,25-34
516500,4920.0,845,>74
426500,7440.0,802,25-34
216500,6180.0,623,35-44
206500,3600.0,802,35-44
346500,8640.0,536,55-64
246500,4980.0,713,25-34
386500,6000.0,843,55-64
206500,7620.0,580,55-64
136500,5700.0,730,35-44
156500,5760.0,858,55-64
96500,4020.0,518,45-54
436500,12600.0,802,25-34
336500,,765,25-34
206500,4020.0,531,35-44
256500,3540.0,680,55-64
226500,3720.0,792,45-54
416500,7080.0,542,45-54
366500,8880.0,571,45-54
436500,4260.0,805,45-54
156500,,502,45-54
726500,10320.0,704,35-44
486500,10800.0,579,45-54
216500,2280.0,508,55-64
566500,11760.0,853,25-34
246500,6540.0,551,35-44
396500,12720.0,570,35-44
286500,6420.0,595,45-54
416500,6900.0,553,45-54
156500,2580.0,897,65-74
446500,8880.0,571,25-34
636500,7440.0,524,25-34
136500,3720.0,565,45-54
596500,9360.0,590,35-44
626500,11220.0,604,35-44
676500,11880.0,663,35-44
146500,2520.0,738,55-64
316500,8640.0,761,35-44
176500,3240.0,552,65-74
526500,6060.0,607,35-44
486500,6240.0,804,35-44
636500,0.0,763,55-64
266500,4740.0,528,55-64
256500,6180.0,867,55-64
376500,4740.0,529,55-64
246500,28860.0,501,55-64
146500,3840.0,518,55-64
206500,4680.0,862,55-64
176500,4800.0,527,55-64
296500,7680.0,701,25-34
216500,2220.0,648,<25
146500,2340.0,629,>74
486500,13020.0,549,55-64
206500,3660.0,879,55-64
226500,14940.0,726,55-64
296500,,723,45-54
576500,11040.0,614,45-54
286500,3180.0,616,25-34
206500,3900.0,804,>74
586500,22140.0,562,45-54
346500,3060.0,598,55-64
526500,,692,55-64
296500,4500.0,626,45-54
176500,4800.0,797,45-54
206500,5880.0,540,45-54
326500,5700.0,695,35-44
476500,10800.0,668,35-44
106500,1320.0,835,55-64
326500,14700.0,610,35-44
676500,11400.0,844,45-54
536500,7200.0,890,65-74
306500,3600.0,679,35-44
116500,1200.0,790,55-64
726500,12600.0,610,45-54
316500,6000.0,827,25-34
376500,7200.0,650,45-54
216500,4980.0,720,25-34
576500,8520.0,671,25-34
366500,11760.0,683,55-64
296500,8940.0,840,65-74
366500,,604,65-74
396500,6480.0,699,35-44
86500,2280.0,643,25-34
426500,9180.0,506,45-54
416500,5700.0,774,35-44
416500,,662,55-64
596500,11400.0,864,45-54
686500,9600.0,880,25-34
426500,9000.0,719,65-74
256500,3780.0,841,55-64
386500,5340.0,808,35-44
186500,,636,35-44
296500,6360.0,708,45-54
226500,20160.0,783,45-54
206500,7200.0,584,35-44
186500,3000.0,798,25-34
136500,4620.0,861,65-74
186500,4740.0,601,>74
246500,3180.0,816,55-64
276500,4260.0,775,45-54
196500,2040.0,764,45-54
196500,3960.0,692,65-74
446500,6480.0,514,>74
326500,4800.0,841,45-54
566500,25260.0,754,55-64
86500,2880.0,715,55-64
576500,14040.0,827,65-74
406500,15720.0,688,65-74
546500,14340.0,529,35-44
356500,3840.0,858,>74
316500,3960.0,668,35-44
266500,8280.0,774,35-44
306500,5220.0,588,25-34
236500,1440.0,817,>74
486500,9540.0,828,35-44
316500,19320.0,811,35-44
306500,8040.0,528,45-54
216500,6480.0,817,45-54
406500,5520.0,826,>74
456500,5520.0,518,45-54
366500,6300.0,883,35-44
176500,3720.0,717,55-64
296500,6900.0,766,35-44
356500,4860.0,696,55-64
116500,4860.0,538,65-74
116500,3000.0,576,35-44
416500,11940.0,870,55-64
576500,8280.0,633,55-64
446500,8040.0,566,25-34
106500,3180.0,848,65-74
256500,7380.0,511,45-54
86500,5940.0,521,45-54
296500,8460.0,552,65-74
36500,1200.0,900,>74
106500,2460.0,830,55-64
216500,12900.0,572,55-64
416500,10020.0,578,25-34
356500,4740.0,883,65-74
156500,15600.0,872,55-64
186500,2760.0,856,>74
206500,5940.0,508,25-34
526500,6420.0,875,35-44
316500,3900.0,818,<25
416500,7080.0,765,35-44
386500,6960.0,590,35-44
496500,6540.0,607,35-44
526500,4920.0,856,45-54
686500,,820,45-54
226500,7920.0,756,45-54
286500,4500.0,725,25-34
236500,13320.0,657,35-44
146500,2400.0,763,65-74
226500,3840.0,680,45-54
346500,7440.0,855,45-54
356500,,623,65-74
426500,11280.0,817,55-64
96500,3480.0,555,55-64
176500,5700.0,797,35-44
176500,3120.0,658,>74
286500,5040.0,652,25-34
196500,,513,45-54
406500,7140.0,670,45-54
256500,5700.0,704,35-44
316500,5460.0,891,>74
336500,6960.0,694,45-54
486500,7320.0,604,65-74
656500,15180.0,636,45-54
586500,9360.0,514,55-64
566500,9540.0,667,65-74
136500,2760.0,519,65-74
596500,23880.0,747,55-64
296500,11760.0,629,45-54
316500,4860.0,534,>74
416500,,892,45-54
396500,9660.0,760,55-64
266500,0.0,754,35-44
616500,7020.0,756,25-34
656500,,732,55-64
186500,5340.0,675,35-44
96500,6060.0,605,>74
136500,2880.0,819,65-74
156500,2700.0,612,55-64
126500,2700.0,556,45-54
466500,,859,25-34
146500,5700.0,524,65-74
396500,7260.0,612,35-44
146500,2100.0,505,35-44
166500,4440.0,612,45-54
186500,2100.0,517,45-54
636500,9360.0,527,35-44
346500,6120.0,884,45-54
586500,21600.0,519,45-54
536500,9420.0,505,45-54
366500,6420.0,615,35-44
316500,7500.0,667,25-34
66500,2700.0,537,25-34
486500,9300.0,575,55-64
366500,10380.0,677,35-44
156500,9540.0,852,45-54
216500,7740.0,900,55-64
86500,3600.0,832,45-54
426500,9240.0,782,35-44
56500,2520.0,755,>74
486500,,752,35-44
476500,4860.0,540,25-34
376500,5340.0,519,45-54
336500,6840.0,733,35-44
66500,1260.0,604,45-54
436500,9300.0,820,35-44
346500,5640.0,832,25-34
586500,8880.0,833,25-34
76500,2160.0,705,55-64
396500,4260.0,756,35-44
326500,2100.0,796,55-64
566500,5940.0,846,25-34
366500,10500.0,523,55-64
136500,2940.0,832,>74
306500,,577,55-64
716500,18480.0,665,45-54
176500,3480.0,709,35-44
276500,5220.0,799,45-54
246500,7800.0,679,45-54
186500,3300.0,853,55-64
306500,8520.0,566,55-64
156500,6840.0,523,55-64
486500,10560.0,762,45-54
156500,5640.0,831,45-54
586500,5700.0,820,35-44
536500,8100.0,831,35-44
446500,15240.0,827,45-54
286500,3660.0,501,55-64
666500,19980.0,565,45-54
176500,2220.0,883,65-74
436500,6000.0,849,45-54
256500,3420.0,537,55-64
146500,3240.0,673,65-74
296500,6600.0,883,65-74
236500,2760.0,683,>74
306500,5460.0,519,35-44
286500,11100.0,737,45-54
206500,4740.0,530,45-54
166500,2700.0,817,65-74
136500,3060.0,570,55-64
356500,3600.0,807,<25
356500,4860.0,768,65-74
36500,2760.0,712,45-54
246500,5700.0,724,55-64
206500,9240.0,555,65-74
546500,7020.0,834,25-34
606500,8580.0,602,35-44
346500,8220.0,770,45-54
326500,5280.0,831,35-44
596500,5400.0,642,25-34
426500,7140.0,700,>74
396500,5940.0,534,65-74
246500,2700.0,624,>74
386500,,666,35-44
96500,1740.0,834,55-64
186500,7440.0,759,45-54
546500,6780.0,582,35-44
456500,49680.0,638,65-74
376500,6300.0,826,65-74
146500,5580.0,524,45-54
446500,,684,45-54
526500,13080.0,850,55-64
486500,10860.0,749,45-54
316500,8040.0,649,35-44
436500,16560.0,635,55-64
126500,1860.0,859,25-34
486500,6000.0,862,45-54
226500,4140.0,524,25-34
116500,1920.0,659,55-64
246500,10620.0,796,55-64
616500,11640.0,841,55-64
306500,3360.0,753,55-64
376500,8520.0,511,25-34
306500,3840.0,550,45-54
346500,6120.0,691,65-74
226500,3840.0,875,65-74
116500,4620.0,784,55-64
66500,2460.0,891,45-54
206500,5340.0,732,55-64
566500,10200.0,501,45-54
66500,1860.0,671,45-54
266500,6120.0,500,65-74
156500,2460.0,747,35-44
616500,,579,45-54
176500,3120.0,840,45-54
446500,5100.0,699,35-44
386500,5220.0,501,>74
216500,3360.0,746,55-64
506500,19620.0,595,>74
306500,8100.0,793,35-44
456500,9720.0,508,35-44
196500,,772,45-54
296500,4860.0,528,65-74
606500,11160.0,895,35-44
256500,10320.0,641,55-64
476500,7560.0,799,45-54
486500,9840.0,612,25-34
956500,10740.0,556,55-64
296500,5880.0,568,55-64
236500,5280.0,731,65-74
336500,4620.0,509,25-34
296500,,900,35-44
376500,7320.0,766,45-54
466500,5280.0,740,35-44
116500,2340.0,818,65-74
146500,6540.0,643,45-54
246500,3960.0,778,25-34
516500,6720.0,789,25-34
326500,4020.0,861,65-74
366500,7440.0,717,55-64
356500,6000.0,707,45-54
416500,9180.0,591,35-44
176500,3480.0,781,<25
486500,10560.0,794,25-34
146500,5280.0,894,45-54
656500,6600.0,816,35-44
316500,4620.0,768,65-74
406500,6240.0,848,65-74
226500,3060.0,776,55-64
446500,6180.0,637,>74
506500,7260.0,699,25-34
336500,8040.0,672,25-34
556500,7560.0,806,35-44
406500,4680.0,572,25-34
496500,11100.0,734,25-34
256500,720.0,637,55-64
376500,9060.0,500,45-54
146500,11220.0,798,35-44
456500,14940.0,683,55-64
156500,3180.0,641,45-54
296500,5400.0,857,45-54
396500,6180.0,679,45-54
486500,2880.0,614,65-74
476500,8040.0,599,45-54
386500,9000.0,816,35-44
296500,4560.0,680,45-54
476500,8580.0,734,45-54
556500,8220.0,835,35-44
526500,9240.0,730,55-64
126500,1920.0,861,65-74
506500,7500.0,813,25-34
246500,5940.0,645,35-44
346500,5760.0,819,35-44
256500,25260.0,893,35-44
446500,9660.0,773,35-44
206500,3960.0,635,<25
286500,6060.0,864,<25
226500,12240.0,779,45-54
406500,11520.0,550,45-54
276500,3420.0,527,65-74
416500,11520.0,658,45-54
426500,,700,65-74
526500,8640.0,708,35-44
536500,16500.0,620,35-44
216500,5040.0,601,>74
266500,,889,55-64
456500,8520.0,516,55-64
56500,,740,
386500,4860.0,721,35-44
556500,,689,35-44
346500,6180.0,630,35-44
186500,4380.0,767,55-64
276500,13980.0,559,55-64
366500,4920.0,604,>74
686500,12780.0,881,45-54
616500,3180.0,677,45-54
276500,16980.0,554,35-44
336500,4980.0,549,25-34
126500,3960.0,625,55-64
96500,1560.0,635,>74
436500,4860.0,893,35-44
446500,6540.0,650,35-44
526500,11040.0,675,35-44
206500,3600.0,861,55-64
386500,8940.0,603,35-44
246500,3060.0,663,>74
46500,2760.0,717,55-64
236500,4020.0,772,35-44
126500,9840.0,641,45-54
116500,1440.0,591,65-74
196500,2880.0,600,>74
156500,3540.0,702,45-54
426500,4920.0,650,35-44
226500,3420.0,854,45-54
206500,7560.0,531,35-44
316500,8220.0,573,65-74
496500,6600.0,589,45-54
256500,3000.0,814,65-74
276500,4140.0,530,35-44
416500,5100.0,668,35-44
316500,10560.0,590,25-34
256500,6420.0,630,25-34
316500,6300.0,590,35-44
496500,8700.0,668,25-34
406500,9540.0,751,65-74
96500,1020.0,689,55-64
356500,7920.0,828,45-54
436500,6840.0,645,35-44
426500,7260.0,626,25-34
176500,4200.0,720,55-64
226500,3360.0,534,35-44
656500,9480.0,667,35-44
366500,5400.0,874,25-34
586500,25800.0,626,55-64
236500,5700.0,602,65-74
316500,4800.0,806,35-44
236500,4380.0,566,45-54
286500,7200.0,842,65-74
396500,12240.0,547,55-64
306500,5220.0,570,55-64
246500,6720.0,673,35-44
276500,14820.0,797,35-44
266500,4800.0,618,35-44
476500,11100.0,661,35-44
226500,3600.0,579,25-34
726500,13920.0,603,55-64
146500,2460.0,894,55-64
276500,4620.0,761,25-34
336500,5100.0,506,55-64
856500,17160.0,640,55-64
556500,8520.0,896,45-54
256500,3180.0,591,35-44
486500,12240.0,861,35-44
276500,9960.0,654,55-64
296500,4980.0,835,35-44
486500,6180.0,664,45-54
296500,5700.0,546,45-54
476500,5100.0,808,45-54
126500,1680.0,539,55-64
126500,4620.0,526,65-74
486500,,505,25-34
416500,7500.0,786,45-54
456500,11700.0,822,35-44
256500,,604,55-64
336500,16080.0,604,45-54
156500,6000.0,891,25-34
166500,5760.0,873,55-64
396500,15960.0,596,45-54
236500,3660.0,774,65-74
126500,1680.0,572,65-74
326500,7320.0,631,35-44
146500,,542,65-74
216500,7980.0,523,45-54
276500,9060.0,801,45-54
106500,6660.0,852,55-64
366500,4800.0,878,25-34
616500,8040.0,855,45-54
76500,1440.0,686,55-64
286500,3840.0,713,65-74
176500,5460.0,850,45-54
506500,11580.0,529,45-54
206500,6480.0,753,45-54
296500,5520.0,655,55-64
316500,9720.0,784,55-64
486500,15540.0,814,45-54
66500,2880.0,532,55-64
506500,7200.0,520,35-44
566500,5400.0,875,35-44
136500,,767,55-64
216500,3480.0,582,55-64
246500,2460.0,727,>74
456500,17760.0,614,25-34
136500,,863,>74
486500,16020.0,835,65-74
126500,1800.0,681,25-34
636500,22140.0,784,45-54
106500,11880.0,822,55-64
186500,2640.0,505,>74
126500,9960.0,804,35-44
616500,8280.0,766,45-54
636500,7080.0,825,25-34
216500,4800.0,607,55-64
286500,4440.0,811,35-44
126500,2940.0,715,>74
396500,,678,25-34
366500,,682,65-74
466500,8400.0,847,35-44
206500,2580.0,663,55-64
596500,3300.0,691,45-54
56500,7380.0,838,55-64
286500,6840.0,734,25-34
216500,5760.0,699,35-44
406500,,611,>74
666500,12780.0,651,35-44
266500,8040.0,812,35-44
126500,1200.0,793,>74
656500,0.0,778,45-54
236500,5820.0,600,45-54
446500,8460.0,608,55-64
386500,4740.0,870,25-34
256500,5460.0,500,35-44
356500,6840.0,512,35-44
426500,4260.0,602,35-44
516500,5940.0,572,25-34
406500,9840.0,851,45-54
186500,18420.0,718,55-64
146500,3900.0,624,25-34
506500,7740.0,507,55-64
446500,,724,35-44
146500,5340.0,689,65-74
556500,16440.0,621,35-44
126500,3000.0,511,65-74
306500,,833,35-44
706500,12120.0,736,25-34
546500,6360.0,818,45-54
616500,9300.0,543,35-44
236500,3720.0,752,<25
246500,3300.0,540,35-44
356500,11040.0,845,45-54
196500,,829,65-74
116500,1920.0,511,55-64
216500,,623,65-74
306500,5580.0,596,25-34
196500,24540.0,549,45-54
56500,2400.0,596,35-44
156500,3000.0,867,65-74
76500,2280.0,750,>74
256500,6600.0,631,45-54
326500,3180.0,658,35-44
596500,16260.0,836,35-44
356500,6840.0,652,35-44
616500,6840.0,567,65-74
76500,4080.0,599,45-54
56500,8460.0,537,45-54
366500,,654,55-64
366500,10800.0,506,45-54
326500,,682,>74
56500,5100.0,789,65-74
166500,3180.0,854,>74
336500,6240.0,707,55-64
356500,114000.0,670,45-54
356500,7440.0,759,25-34
576500,11580.0,672,35-44
186500,5040.0,680,45-54
396500,11160.0,855,35-44
436500,,892,
246500,4320.0,654,35-44
1286500,29340.0,614,35-44
186500,7140.0,643,55-64
116500,4620.0,626,35-44
686500,9000.0,731,45-54
266500,4320.0,653,>74
186500,,632,
216500,2580.0,513,45-54
156500,5280.0,857,25-34
516500,8400.0,796,25-34
296500,9900.0,591,35-44
86500,900.0,556,65-74
236500,3600.0,697,55-64
546500,,781,45-54
256500,24960.0,563,55-64
426500,8340.0,623,35-44
396500,4740.0,829,25-34
296500,5820.0,766,35-44
186500,7020.0,728,45-54
386500,12180.0,709,35-44
146500,4200.0,701,45-54
126500,5940.0,869,>74
396500,3240.0,571,45-54
386500,4080.0,702,65-74
486500,4140.0,576,45-54
226500,0.0,598,55-64
436500,5940.0,720,65-74
156500,3000.0,679,55-64
296500,10320.0,616,35-44
246500,7560.0,899,35-44
536500,8040.0,530,25-34
96500,2760.0,575,55-64
106500,2760.0,527,55-64
236500,5100.0,899,65-74
406500,7200.0,818,55-64
376500,4500.0,582,45-54
486500,13440.0,805,35-44
846500,16020.0,602,45-54
116500,3540.0,627,55-64
556500,20820.0,818,45-54
326500,6240.0,876,55-64
486500,12000.0,669,55-64
266500,14820.0,896,45-54
756500,15060.0,852,45-54
266500,4200.0,761,55-64
436500,5160.0,638,55-64
